NumThreads,Dim,InitTime,MulTime,Runtime
16,1500,0.0189642,0.281414,0.300379
16,1500,0.0183875,0.268164,0.286552
16,1500,0.0228834,0.268123,0.291007
16,2000,0.0324324,1.29018,1.32261
16,2000,0.0323094,1.3104,1.34271
16,2000,0.0328911,1.33003,1.36292
16,2000,0.03225,1.29148,1.32373
16,2000,0.0317786,1.50497,1.53675
18,500,0.00364954,0.0112353,0.0148848
18,500,0.00546551,0.0108742,0.0163397
18,500,0.00333141,0.0108504,0.0141818
18,500,0.00318156,0.0108677,0.0140493
18,500,0.00341125,0.0112137,0.0146249
18,1000,0.00813289,0.0741924,0.0823253
18,1000,0.00900844,0.0739404,0.0829488
18,1000,0.00928565,0.0742958,0.0835814
18,1000,0.00939878,0.07413,0.0835287
18,1000,0.00924685,0.0829535,0.0922003
18,1500,0.0199213,0.241272,0.261193
18,1500,0.0183976,0.241746,0.260143
18,1500,0.0214739,0.242135,0.263609
18,1500,0.0223059,0.253373,0.275679
18,1500,0.0182604,0.240944,0.259204
18,2000,0.0316401,1.26264,1.29428
18,2000,0.0417972,1.24355,1.28535
18,2000,0.0461896,1.25499,1.30118
18,2000,0.0429521,1.24867,1.29162
18,2000,0.0314767,1.25075,1.28223
20,500,0.00627086,0.0102113,0.0164822
20,500,0.00490427,0.0101489,0.0150532
20,500,0.0119597,0.01001,0.0219697
20,500,0.0101391,0.00980401,0.0199431
20,500,0.0120202,0.0114396,0.0234598
20,1000,0.0100114,0.0672692,0.0772806
20,1000,0.0142302,0.066535,0.0807652
20,1000,0.00834489,0.0665518,0.0748967
20,1000,0.00928066,0.0664606,0.0757412
20,1000,0.00895768,0.0668401,0.0757978
20,1500,0.0254909,0.221207,0.246698
20,1500,0.0231894,0.217647,0.240836
20,1500,0.0271224,0.224412,0.251535
20,1500,0.0284861,0.217926,0.246412
20,1500,0.0280956,0.216711,0.244807
20,2000,0.0320446,1.18836,1.22041
20,2000,0.037156,1.19388,1.23103
20,2000,0.0343047,1.1856,1.2199
20,2000,0.0470318,1.18916,1.2362
20,2000,0.0458672,1.18975,1.23562
