0.5 0.490001 0.480206 0.470615 0.461228 0.452046 0.443067 0.434292 0.425722 0.417355 0.409193 0.401235 0.39348 0.38593 0.378584 0.371442 0.364504 0.35777 0.35124 0.344914 0.338792 0.332874 0.32716 0.321651 0.316345 0.311244 0.306346 0.301653 0.297164 0.292878 0.288797 0.28492 0.281247 0.277778 0.274513 0.271452 0.268595 0.265942 0.263494 0.261249 0.259208 0.257372 0.255739 0.254311 0.253086 0.252066 0.25125 0.250638 0.25023 0.250026 0.250026 0.25023 0.250638 0.25125 0.252066 0.253086 0.254311 0.255739 0.257372 0.259208 0.261249 0.263494 0.265942 0.268595 0.271452 0.274513 0.277778 0.281247 0.28492 0.288797 0.292878 0.297164 0.301653 0.306346 0.311244 0.316345 0.321651 0.32716 0.332874 0.338792 0.344914 0.35124 0.35777 0.364504 0.371442 0.378584 0.38593 0.39348 0.401235 0.409193 0.417355 0.425722 0.434292 0.443067 0.452046 0.461228 0.470615 0.480206 0.490001 0.5
0.490001 0.465326 0.442522 0.422047 0.404067 0.388506 0.375116 0.363564 0.353495 0.344579 0.33654 0.329157 0.322268 0.315757 0.309545 0.30358 0.29783 0.292275 0.286902 0.281706 0.276681 0.271826 0.267139 0.262619 0.258267 0.254083 0.250065 0.246214 0.242531 0.239014 0.235665 0.232482 0.229467 0.226619 0.223937 0.221423 0.219075 0.216895 0.214882 0.213035 0.211356 0.209844 0.208498 0.20732 0.206309 0.205465 0.204787 0.204277 0.203934 0.203758 0.203749 0.203906 0.204231 0.204723 0.205382 0.206208 0.207201 0.208361 0.209688 0.211182 0.212843 0.214671 0.216666 0.218828 0.221157 0.223653 0.226316 0.229146 0.232143 0.235307 0.238639 0.242137 0.245802 0.249634 0.253633 0.257799 0.262133 0.266633 0.2713 0.276135 0.281136 0.286304 0.29164 0.297142 0.302812 0.30865 0.314664 0.320874 0.327339 0.334185 0.341651 0.350107 0.360041 0.371974 0.386336 0.403322 0.422793 0.444259 0.466958 0.490001
0.480206 0.442522 0.408094 0.377798 0.351975 0.33051 0.312965 0.298734 0.28716 0.277627 0.26961 0.262688 0.256546 0.250958 0.24577 0.240879 0.236219 0.231749 0.227444 0.223291 0.219281 0.215408 0.211672 0.20807 0.204601 0.201265 0.198063 0.194993 0.192056 0.189251 0.18658 0.184041 0.181635 0.179362 0.177221 0.175213 0.173338 0.171596 0.169986 0.168509 0.167165 0.165954 0.164875 0.163929 0.163116 0.162436 0.161888 0.161473 0.161191 0.161041 0.161025 0.161141 0.161389 0.161771 0.162285 0.162932 0.163712 0.164624 0.165669 0.166847 0.168158 0.169601 0.171177 0.172886 0.174728 0.176702 0.178809 0.181049 0.183422 0.185927 0.188565 0.191336 0.194239 0.197276 0.200445 0.203746 0.207181 0.210748 0.214448 0.218281 0.222246 0.226345 0.230575 0.234939 0.239437 0.244071 0.248857 0.253842 0.259144 0.265021 0.271938 0.280605 0.291936 0.306897 0.32627 0.350393 0.378988 0.411139 0.445428 0.480206
0.470615 0.422047 0.377798 0.339116 0.306515 0.279876 0.258632 0.241964 0.228974 0.218812 0.210738 0.204163 0.198636 0.193832 0.189526 0.185568 0.181861 0.178344 0.17498 0.171747 0.168632 0.165628 0.162732 0.15994 0.157253 0.154668 0.152186 0.149807 0.14753 0.145356 0.143284 0.141315 0.139449 0.137684 0.136023 0.134464 0.133007 0.131653 0.130401 0.129252 0.128205 0.127261 0.126419 0.12568 0.125043 0.124508 0.124077 0.123747 0.12352 0.123396 0.123374 0.123455 0.123638 0.123923 0.124311 0.124802 0.125395 0.126091 0.126889 0.127789 0.128792 0.129898 0.131106 0.132416 0.133829 0.135344 0.136962 0.138683 0.140506 0.142431 0.144459 0.146589 0.148822 0.151157 0.153595 0.156135 0.158778 0.161523 0.164371 0.167321 0.170374 0.173529 0.176787 0.180148 0.183612 0.187187 0.190895 0.194808 0.199107 0.204167 0.210655 0.219572 0.232189 0.249835 0.273569 0.303841 0.340255 0.381542 0.425754 0.470615
0.461228 0.404067 0.351975 0.306515 0.268364 0.237431 0.213067 0.194303 0.180062 0.169305 0.161128 0.154799 0.149754 0.145586 0.142007 0.138826 0.135917 0.133201 0.13063 0.128175 0.125817 0.123549 0.121364 0.119259 0.117233 0.115284 0.113413 0.111619 0.109903 0.108263 0.1067 0.105214 0.103805 0.102473 0.101218 0.100039 0.098938 0.0979136 0.0969662 0.0960956 0.095302 0.0945853 0.0939456 0.0933827 0.0928968 0.0924878 0.0921558 0.0919007 0.0917225 0.0916212 0.0915968 0.0916494 0.0917789 0.0919853 0.0922686 0.0926289 0.0930661 0.0935802 0.0941713 0.0948392 0.0955841 0.096406 0.0973047 0.0982804 0.099333 0.100462 0.101669 0.102952 0.104313 0.10575 0.107264 0.108855 0.110523 0.112268 0.11409 0.115989 0.117964 0.120017 0.122147 0.124353 0.126636 0.128997 0.131434 0.133949 0.136542 0.139224 0.142026 0.145043 0.148507 0.152897 0.159046 0.168191 0.181886 0.201744 0.229042 0.264314 0.307076 0.355789 0.408093 0.461228
0.452046 0.388506 0.33051 0.279876 0.237431 0.203127 0.176275 0.155809 0.140524 0.129247 0.120948 0.114784 0.110103 0.10643 0.103427 0.100867 0.0986005 0.0965321 0.0946033 0.0927784 0.0910367 0.089366 0.0877595 0.0862136 0.0847261 0.0832959 0.0819226 0.0806057 0.0793451 0.0781408 0.0769927 0.0759008 0.0748651 0.0738856 0.0729623 0.0720952 0.0712842 0.0705294 0.0698308 0.0691884 0.0686022 0.0680721 0.0675982 0.0671805 0.066819 0.0665137 0.0662645 0.0660716 0.0659348 0.0658542 0.0658298 0.0658615 0.0659494 0.0660936 0.0662939 0.0665503 0.066863 0.0672319 0.0676569 0.0681381 0.0686755 0.069269 0.0699188 0.0706247 0.0713868 0.0722051 0.0730796 0.0740103 0.0749971 0.0760401 0.0771393 0.0782947 0.0795063 0.080774 0.082098 0.0834781 0.0849144 0.0864068 0.0879555 0.0895603 0.0912213 0.0929385 0.094712 0.096542 0.0984313 0.100391 0.10246 0.104754 0.107549 0.111402 0.117277 0.126591 0.141111 0.162663 0.192689 0.231792 0.279426 0.333863 0.392443 0.452046
0.443067 0.375116 0.312965 0.258632 0.213067 0.176275 0.147556 0.125791 0.10969 0.0979923 0.0895764 0.0835197 0.0791055 0.0758044 0.073241 0.0711594 0.0693904 0.0678258 0.0663982 0.0650667 0.0638068 0.0626047 0.0614521 0.0603447 0.05928 0.0582568 0.0572742 0.056332 0.0554299 0.0545679 0.0537458 0.0529638 0.0522218 0.0515197 0.0508576 0.0502354 0.0496533 0.0491111 0.0486088 0.0481465 0.0477242 0.0473419 0.0469995 0.0466971 0.0464346 0.0462121 0.0460296 0.045887 0.0457844 0.0457218 0.0456991 0.0457165 0.0457737 0.045871 0.0460082 0.0461853 0.0464024 0.0466595 0.0469566 0.0472936 0.0476706 0.0480876 0.0485445 0.0490414 0.0495782 0.0501551 0.0507718 0.0514286 0.0521253 0.052862 0.0536386 0.0544552 0.0553118 0.0562084 0.0571449 0.0581213 0.0591378 0.0601942 0.0612906 0.0624269 0.0636032 0.0648195 0.0660758 0.0673726 0.068713 0.0701101 0.0716096 0.0733415 0.075614 0.079045 0.0846913 0.0940989 0.109188 0.131937 0.163906 0.205753 0.256901 0.315495 0.378674 0.443067
0.434292 0.363564 0.298734 0.241964 0.194303 0.155809 0.125791 0.103103 0.086414 0.0744041 0.065895 0.0599101 0.0556867 0.0526577 0.0504192 0.0486938 0.0472975 0.0461117 0.0450621 0.0441032 0.043208 0.0423606 0.041552 0.0407772 0.0400332 0.0393187 0.0386327 0.0379749 0.0373451 0.036743 0.0361688 0.0356223 0.0351035 0.0346125 0.0341492 0.0337136 0.0333058 0.0329256 0.0325732 0.0322485 0.0319515 0.0316823 0.0314408 0.0312269 0.0310409 0.0308825 0.0307519 0.0306489 0.0305737 0.0305263 0.0305065 0.0305145 0.0305502 0.0306136 0.0307047 0.0308236 0.0309701 0.0311444 0.0313464 0.0315762 0.0318337 0.0321188 0.0324317 0.0327724 0.0331407 0.0335368 0.0339606 0.0344121 0.0348913 0.0353983 0.035933 0.0364954 0.0370855 0.0377034 0.0383489 0.0390222 0.0397232 0.040452 0.0412084 0.0419926 0.0428045 0.0436441 0.0445115 0.0454074 0.046335 0.0473091 0.0483798 0.0496879 0.0515644 0.0546676 0.0601177 0.0695462 0.0849749 0.108483 0.141714 0.185369 0.238859 0.300256 0.366578 0.434292
0.425722 0.353495 0.28716 0.228974 0.180062 0.140524 0.10969 0.086414 0.0693432 0.0571297 0.048562 0.042631 0.0385445 0.0357108 0.0337062 0.0322386 0.0311129 0.030203 0.0294294 0.0287433 0.0281152 0.0275281 0.0269721 0.0264414 0.0259331 0.0254455 0.0249777 0.0245291 0.0240995 0.0236888 0.023297 0.022924 0.0225697 0.0222343 0.0219176 0.0216197 0.0213405 0.0210802 0.0208386 0.0206157 0.0204117 0.0202264 0.0200599 0.0199122 0.0197832 0.019673 0.0195816 0.0195089 0.019455 0.0194199 0.0194036 0.019406 0.0194272 0.0194672 0.0195259 0.0196034 0.0196997 0.0198148 0.0199486 0.0201012 0.0202726 0.0204627 0.0206716 0.0208993 0.0211458 0.021411 0.021695 0.0219978 0.0223193 0.0226596 0.0230187 0.0233966 0.0237932 0.0242086 0.0246428 0.0250957 0.0255674 0.0260579 0.0265671 0.0270952 0.027642 0.0282076 0.028792 0.029396 0.0300232 0.0306892 0.0314473 0.0324453 0.0340282 0.0368795 0.0421573 0.0515442 0.0671226 0.0910333 0.124973 0.169674 0.22455 0.287644 0.355908 0.425722
0.417355 0.344579 0.277627 0.218812 0.169305 0.129247 0.0979923 0.0744041 0.0571297 0.0448116 0.0362243 0.0303422 0.026357 0.0236628 0.0218237 0.0205381 0.0196038 0.0188893 0.0183115 0.0178191 0.0173812 0.0169794 0.0166032 0.0162467 0.0159066 0.0155809 0.0152687 0.0149695 0.014683 0.0144091 0.0141477 0.0138987 0.0136622 0.0134381 0.0132264 0.0130271 0.0128403 0.0126659 0.0125039 0.0123544 0.0122172 0.0120925 0.0119802 0.0118803 0.0117929 0.0117178 0.0116552 0.0116051 0.0115673 0.0115419 0.011529 0.0115285 0.0115405 0.0115648 0.0116016 0.0116508 0.0117124 0.0117864 0.0118729 0.0119717 0.012083 0.0122068 0.0123429 0.0124915 0.0126525 0.0128259 0.0130117 0.01321 0.0134207 0.0136438 0.0138793 0.0141272 0.0143876 0.0146604 0.0149456 0.0152432 0.0155533 0.0158758 0.0162107 0.016558 0.0169177 0.0172899 0.0176746 0.0180725 0.0184876 0.018936 0.0194727 0.0202494 0.0216189 0.0242773 0.0294016 0.0386992 0.0542817 0.0783211 0.112543 0.157703 0.213226 0.277152 0.346414 0.417355
