0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
0.5 0.499719 0.499486 0.499281 0.499096 0.498925 0.498766 0.498616 0.498474 0.498339 0.498209 0.498086 0.497967 0.497853 0.497743 0.497638 0.497536 0.497437 0.497343 0.497251 0.497163 0.497079 0.496997 0.496918 0.496843 0.49677 0.496701 0.496634 0.49657 0.496509 0.496451 0.496396 0.496344 0.496295 0.496249 0.496205 0.496164 0.496127 0.496092 0.49606 0.496031 0.496004 0.495981 0.495961 0.495943 0.495928 0.495917 0.495908 0.495902 0.495899 0.495899 0.495901 0.495907 0.495916 0.495927 0.495941 0.495958 0.495978 0.496001 0.496027 0.496055 0.496087 0.496121 0.496158 0.496198 0.49624 0.496285 0.496334 0.496384 0.496438 0.496494 0.496553 0.496615 0.49668 0.496747 0.496817 0.49689 0.496966 0.497045 0.497126 0.497211 0.497299 0.497389 0.497483 0.49758 0.497681 0.497785 0.497893 0.498005 0.498122 0.498243 0.49837 0.498503 0.498642 0.498789 0.498945 0.499112 0.499294 0.499494 0.499723 0.5
0.5 0.499486 0.499038 0.498636 0.498269 0.49793 0.497611 0.497311 0.497026 0.496755 0.496496 0.496248 0.49601 0.495781 0.495561 0.495348 0.495144 0.494946 0.494756 0.494572 0.494395 0.494225 0.494061 0.493903 0.493751 0.493605 0.493465 0.493331 0.493203 0.49308 0.492964 0.492853 0.492748 0.492649 0.492556 0.492468 0.492386 0.49231 0.49224 0.492176 0.492117 0.492065 0.492018 0.491977 0.491941 0.491912 0.491888 0.49187 0.491858 0.491852 0.491852 0.491857 0.491869 0.491886 0.491909 0.491938 0.491972 0.492012 0.492058 0.49211 0.492167 0.49223 0.492299 0.492373 0.492453 0.492539 0.49263 0.492726 0.492829 0.492936 0.49305 0.493168 0.493293 0.493423 0.493558 0.493699 0.493846 0.493998 0.494157 0.494321 0.494491 0.494666 0.494849 0.495037 0.495233 0.495435 0.495644 0.495861 0.496087 0.496321 0.496564 0.496819 0.497084 0.497363 0.497657 0.497969 0.498302 0.498661 0.499055 0.499494 0.5
0.5 0.499281 0.498636 0.498049 0.497507 0.497001 0.496527 0.496078 0.495651 0.495245 0.494856 0.494483 0.494125 0.493781 0.493449 0.493129 0.492821 0.492524 0.492238 0.491961 0.491695 0.491438 0.491191 0.490953 0.490724 0.490504 0.490293 0.490091 0.489898 0.489713 0.489538 0.489371 0.489213 0.489063 0.488923 0.488791 0.488667 0.488553 0.488447 0.48835 0.488262 0.488182 0.488111 0.488049 0.487996 0.487952 0.487916 0.487889 0.487871 0.487862 0.487862 0.48787 0.487887 0.487913 0.487947 0.48799 0.488042 0.488103 0.488172 0.48825 0.488336 0.488431 0.488535 0.488647 0.488767 0.488896 0.489033 0.489179 0.489333 0.489495 0.489666 0.489845 0.490033 0.490228 0.490433 0.490645 0.490866 0.491096 0.491334 0.491581 0.491837 0.492102 0.492377 0.492661 0.492955 0.493259 0.493574 0.493901 0.49424 0.494592 0.494958 0.495339 0.495738 0.496156 0.496595 0.49706 0.497555 0.498086 0.498662 0.499294 0.5
0.5 0.499096 0.498269 0.497507 0.496797 0.496131 0.495503 0.494908 0.494342 0.493801 0.493283 0.492786 0.492308 0.491848 0.491405 0.490978 0.490567 0.490169 0.489786 0.489417 0.48906 0.488717 0.488386 0.488067 0.487761 0.487466 0.487184 0.486914 0.486655 0.486409 0.486173 0.48595 0.485738 0.485538 0.48535 0.485173 0.485008 0.484855 0.484713 0.484583 0.484465 0.484358 0.484264 0.484181 0.484109 0.48405 0.484002 0.483966 0.483942 0.483929 0.483929 0.48394 0.483963 0.483997 0.484043 0.484101 0.484171 0.484252 0.484344 0.484449 0.484564 0.484691 0.48483 0.48498 0.485141 0.485313 0.485497 0.485692 0.485898 0.486116 0.486344 0.486584 0.486835 0.487097 0.48737 0.487655 0.487951 0.488258 0.488577 0.488907 0.48925 0.489604 0.489971 0.490351 0.490744 0.491151 0.491572 0.492008 0.492461 0.49293 0.493418 0.493927 0.494457 0.495012 0.495595 0.49621 0.496861 0.497556 0.498303 0.499113 0.5
0.5 0.498925 0.49793 0.497001 0.496131 0.495311 0.494534 0.493796 0.493092 0.492418 0.491772 0.491152 0.490555 0.48998 0.489426 0.488892 0.488377 0.48788 0.4874 0.486937 0.48649 0.48606 0.485645 0.485246 0.484862 0.484493 0.484139 0.4838 0.483476 0.483166 0.482871 0.482591 0.482326 0.482075 0.481838 0.481617 0.48141 0.481217 0.481039 0.480876 0.480728 0.480594 0.480475 0.480371 0.480282 0.480207 0.480147 0.480102 0.480072 0.480056 0.480055 0.480069 0.480098 0.480141 0.480199 0.480271 0.480358 0.48046 0.480576 0.480707 0.480852 0.481011 0.481185 0.481373 0.481575 0.481792 0.482022 0.482267 0.482525 0.482798 0.483085 0.483385 0.4837 0.484028 0.484371 0.484728 0.485099 0.485484 0.485883 0.486298 0.486727 0.487171 0.487631 0.488106 0.488599 0.489108 0.489635 0.49018 0.490746 0.491332 0.491942 0.492575 0.493236 0.493926 0.494649 0.495409 0.496211 0.497063 0.497972 0.498947 0.5
0.5 0.498766 0.497611 0.496527 0.495503 0.494534 0.493613 0.492735 0.491896 0.491092 0.49032 0.489578 0.488863 0.488174 0.48751 0.486869 0.48625 0.485653 0.485077 0.484521 0.483984 0.483466 0.482968 0.482488 0.482026 0.481582 0.481157 0.480749 0.480359 0.479986 0.479632 0.479295 0.478975 0.478673 0.478389 0.478122 0.477873 0.477641 0.477427 0.477231 0.477052 0.476892 0.476748 0.476623 0.476515 0.476425 0.476353 0.476299 0.476262 0.476244 0.476242 0.476259 0.476293 0.476345 0.476415 0.476502 0.476607 0.476729 0.476869 0.477026 0.477201 0.477393 0.477602 0.477828 0.478071 0.478332 0.478609 0.478903 0.479214 0.479542 0.479887 0.480249 0.480627 0.481022 0.481434 0.481863 0.48231 0.482773 0.483253 0.483751 0.484267 0.484801 0.485353 0.485925 0.486516 0.487127 0.487759 0.488414 0.489092 0.489794 0.490523 0.49128 0.492069 0.492891 0.49375 0.494651 0.495599 0.4966 0.497662 0.498792 0.5
0.5 0.498616 0.497311 0.496078 0.494908 0.493796 0.492735 0.491722 0.490751 0.489818 0.488922 0.48806 0.487228 0.486427 0.485653 0.484906 0.484185 0.483488 0.482816 0.482166 0.48154 0.480936 0.480353 0.479793 0.479253 0.478735 0.478237 0.477761 0.477305 0.47687 0.476455 0.476061 0.475687 0.475334 0.475002 0.47469 0.474399 0.474128 0.473878 0.473648 0.473439 0.473251 0.473084 0.472937 0.472811 0.472706 0.472622 0.472558 0.472515 0.472493 0.472492 0.472511 0.472551 0.472612 0.472693 0.472795 0.472918 0.473061 0.473224 0.473408 0.473612 0.473836 0.474081 0.474345 0.47463 0.474934 0.475258 0.475602 0.475966 0.476349 0.476752 0.477175 0.477617 0.478079 0.478561 0.479062 0.479583 0.480124 0.480686 0.481267 0.48187 0.482493 0.483138 0.483804 0.484494 0.485206 0.485943 0.486706 0.487495 0.488312 0.489159 0.490038 0.490951 0.491902 0.492895 0.493932 0.49502 0.496164 0.49737 0.498646 0.5
0.5 0.498474 0.497026 0.495651 0.494342 0.493092 0.491896 0.490751 0.489651 0.488594 0.487576 0.486595 0.485649 0.484735 0.483853 0.483002 0.482178 0.481383 0.480615 0.479873 0.479157 0.478467 0.477801 0.47716 0.476543 0.47595 0.475381 0.474836 0.474314 0.473816 0.473342 0.472891 0.472463 0.472059 0.471679 0.471322 0.470988 0.470678 0.470392 0.470129 0.46989 0.469674 0.469483 0.469315 0.469171 0.46905 0.468954 0.468881 0.468832 0.468806 0.468805 0.468827 0.468873 0.468942 0.469035 0.469152 0.469292 0.469456 0.469643 0.469853 0.470087 0.470343 0.470623 0.470926 0.471251 0.4716 0.471971 0.472364 0.47278 0.473219 0.47368 0.474164 0.47467 0.475199 0.47575 0.476323 0.476919 0.477538 0.47818 0.478845 0.479533 0.480245 0.480982 0.481743 0.48253 0.483344 0.484184 0.485053 0.485952 0.486882 0.487845 0.488843 0.489879 0.490956 0.492078 0.493247 0.494469 0.495749 0.497093 0.498508 0.5
0.5 0.498339 0.496755 0.495245 0.493801 0.492418 0.491092 0.489818 0.488594 0.487414 0.486277 0.48518 0.484121 0.483098 0.482109 0.481153 0.480229 0.479336 0.478474 0.47764 0.476835 0.476059 0.47531 0.474589 0.473895 0.473228 0.472588 0.471974 0.471387 0.470826 0.470292 0.469785 0.469303 0.468848 0.46842 0.468018 0.467642 0.467293 0.466971 0.466675 0.466405 0.466163 0.465947 0.465758 0.465595 0.465459 0.465351 0.465268 0.465213 0.465185 0.465183 0.465208 0.465259 0.465338 0.465442 0.465574 0.465732 0.465916 0.466126 0.466363 0.466626 0.466915 0.46723 0.467571 0.467937 0.468329 0.468747 0.46919 0.469659 0.470153 0.470672 0.471217 0.471786 0.472381 0.473001 0.473646 0.474317 0.475013 0.475735 0.476483 0.477257 0.478057 0.478885 0.47974 0.480624 0.481537 0.48248 0.483454 0.484461 0.485502 0.486579 0.487694 0.48885 0.490049 0.491295 0.492592 0.493944 0.495355 0.496831 0.498377 0.5
